serie,country,value,year
"People using safely managed drinking water services, urban (% of urban population)","China, Hong Kong SAR",100.0,2021
"People using safely managed drinking water services, urban (% of urban population)",Hungary,100.0,2021
"People using safely managed drinking water services, urban (% of urban population)",Indonesia,34.4847593839035,2021
"People using safely managed drinking water services, urban (% of urban population)",Iran (Islamic Republic of),96.1661320475664,2021
"People using safely managed drinking water services, urban (% of urban population)",Iraq,64.6,2021
"People using safely managed drinking water services, urban (% of urban population)",Israel,99.4931621588503,2021
"People using safely managed drinking water services, urban (% of urban population)",Kiribati,20.2035668929655,2021
"People using safely managed drinking water services, urban (% of urban population)",Democratic People's Republic of Korea,76.9636051655807,2021
"People using safely managed drinking water services, urban (% of urban population)",Kuwait,100.0,2021
"People using safely managed drinking water services, urban (% of urban population)",Kyrgyzstan,91.84967,2021
"People using safely managed drinking water services, urban (% of urban population)",Lao People's Democratic Republic,26.987436862545,2021
"People using safely managed drinking water services, urban (% of urban population)",Lesotho,72.4926904951621,2021
"People using safely managed drinking water services, urban (% of urban population)",Lithuania,99.3242989856502,2021
"People using safely managed drinking water services, urban (% of urban population)",Luxembourg,99.8,2021
"People using safely managed drinking water services, urban (% of urban population)",Malawi,51.639891046721,2021
"People using safely managed drinking water services, urban (% of urban population)",Monaco,100.0,2021
"People using safely managed drinking water services, urban (% of urban population)",Mongolia,50.2943177474486,2021
"People using safely managed drinking water services, urban (% of urban population)",Montenegro,87.31913,2021
"People using safely managed drinking water services, urban (% of urban population)",Morocco,90.2585600803432,2021
"People using safely managed drinking water services, urban (% of urban population)",Myanmar,72.3997894428532,2021
"People using safely managed drinking water services, urban (% of urban population)",Nepal,23.1623574910178,2021
"People using safely managed drinking water services, urban (% of urban population)",Nicaragua,,2021
"People using safely managed drinking water services, urban (% of urban population)",Nigeria,35.4753565447498,2021
"People using safely managed drinking water services, urban (% of urban population)",Republic of North Macedonia,84.6139243737113,2021
"People using safely managed drinking water services, urban (% of urban population)",Pakistan,56.1988984033908,2021
"People using safely managed drinking water services, urban (% of urban population)",Palau,96.4398453401753,2021
"People using safely managed drinking water services, urban (% of urban population)",Paraguay,72.2064769603427,2021
"People using safely managed drinking water services, urban (% of urban population)",Peru,59.6650810130139,2021
"People using safely managed drinking water services, urban (% of urban population)",Philippines,61.8171469502312,2021
"People using safely managed drinking water services, urban (% of urban population)",Portugal,97.0828153897901,2021
"People using safely managed drinking water services, urban (% of urban population)",Romania,94.9535041959628,2021
"People using safely managed drinking water services, urban (% of urban population)",Rwanda,54.2824802928983,2021
"People using safely managed drinking water services, urban (% of urban population)",Samoa,90.1915,2021
"People using safely managed drinking water services, urban (% of urban population)",Sao Tome and Principe,40.2992102350763,2021
"People using safely managed drinking water services, urban (% of urban population)",Senegal,41.1499981817188,2021
"People using safely managed drinking water services, urban (% of urban population)",Serbia,81.5202794570301,2021
"People using safely managed drinking water services, urban (% of urban population)",Sierra Leone,12.1809472956229,2021
"People using safely managed drinking water services, urban (% of urban population)",Singapore,100.0,2021
"People using safely managed drinking water services, urban (% of urban population)",South Africa,81.0312563274282,2021
"People using safely managed drinking water services, urban (% of urban population)",Spain,99.7813502450769,2021
"People using safely managed drinking water services, urban (% of urban population)",Sri Lanka,85.2394721794503,2021
"People using safely managed drinking water services, urban (% of urban population)",Saint-Martin (French part),96.6287648090298,2021
"People using safely managed drinking water services, urban (% of urban population)",Suriname,63.4127012869624,2021
"People using safely managed drinking water services, urban (% of urban population)",United Republic of Tanzania,25.21353241877,2021
"People using safely managed drinking water services, urban (% of urban population)",Togo,33.784969675614,2021
"People using safely managed drinking water services, urban (% of urban population)",Tonga,50.7374958517675,2021
"People using safely managed drinking water services, urban (% of urban population)",Tunisia,77.3356177747407,2021
"People using safely managed drinking water services, urban (% of urban population)",Turkmenistan,97.0826470588235,2021
"People using safely managed drinking water services, urban (% of urban population)",Turks and Caicos Islands,46.542834789086,2021
"People using safely managed drinking water services, urban (% of urban population)",Tuvalu,10.4632684982874,2021
"People using safely managed drinking water services, urban (% of urban population)",Uganda,43.7155339661249,2021
"People using safely managed drinking water services, urban (% of urban population)",Ukraine,88.2999437065952,2021
"People using safely managed drinking water services, urban (% of urban population)",United States of America,97.5052676800909,2021
"People using safely managed drinking water services, urban (% of urban population)",Uruguay,94.5887445887446,2021
"People using safely managed drinking water services, urban (% of urban population)",Uzbekistan,88.7140242361648,2021
"People using safely managed drinking water services, urban (% of urban population)",Vanuatu,56.1895411788909,2021
"People using safely managed drinking water services, urban (% of urban population)",Viet Nam,75.6629706145637,2021
"People using safely managed drinking water services, urban (% of urban population)",Palestine,81.2131124000144,2021
"People using safely managed drinking water services, urban (% of urban population)",Zambia,45.4757775068295,2021
"People using safely managed drinking water services, urban (% of urban population)",Zimbabwe,55.4940588996924,2021
"People using safely managed drinking water services, rural (% of rural population)",Afghanistan,26.8022235816227,2021
"People using safely managed drinking water services, rural (% of rural population)",Algeria,63.1495466893005,2021
"People using safely managed drinking water services, rural (% of rural population)",Azerbaijan,79.9155546401916,2021
"People using safely managed drinking water services, rural (% of rural population)",Bangladesh,62.2977081278367,2021
"People using safely managed drinking water services, rural (% of rural population)",Bhutan,84.5768964033613,2021
"People using safely managed drinking water services, rural (% of rural population)",Brazil,74.7503053983217,2021
"People using safely managed drinking water services, rural (% of rural population)",Cambodia,19.1982269848787,2021
"People using safely managed drinking water services, rural (% of rural population)",Central African Republic,2.23955300787422,2021
"People using safely managed drinking water services, rural (% of rural population)",Chad,2.65378093743915,2021
"People using safely managed drinking water services, rural (% of rural population)",Colombia,39.9046143509811,2021
"People using safely managed drinking water services, rural (% of rural population)",Democratic Republic of the Congo,0.508310642930844,2021
"People using safely managed drinking water services, rural (% of rural population)",Congo.,19.0581384028427,2021
"People using safely managed drinking water services, rural (% of rural population)",Costa Rica,81.05455,2021
"People using safely managed drinking water services, rural (% of rural population)",Côte d'Ivoire,27.289023882969,2021
"People using safely managed drinking water services, rural (% of rural population)",Croatia,,2021
"People using safely managed drinking water services, rural (% of rural population)",Czechia,97.661031292224,2021
"People using safely managed drinking water services, rural (% of rural population)",Dominican Republic,34.8335486712349,2021
"People using safely managed drinking water services, rural (% of rural population)",Ecuador,53.3070021621987,2021
"People using safely managed drinking water services, rural (% of rural population)",Ethiopia,5.59955618985463,2021
"People using safely managed drinking water services, rural (% of rural population)",Fiji,27.014426073725,2021
"People using safely managed drinking water services, rural (% of rural population)",France,98.4,2021
"People using safely managed drinking water services, rural (% of rural population)",Gambia,11.7075049920699,2021
"People using safely managed drinking water services, rural (% of rural population)",Georgia,40.4375067208005,2021
"People using safely managed drinking water services, rural (% of rural population)",Germany,99.6391176470588,2021
"People using safely managed drinking water services, rural (% of rural population)",Ghana,17.6455456205672,2021
"People using safely managed drinking water services, rural (% of rural population)",Guatemala,45.7055547797943,2021
"People using safely managed drinking water services, rural (% of rural population)",Guinea-Bissau,13.7072516863149,2021
"People using safely managed drinking water services, rural (% of rural population)",Honduras,45.343063672498,2021
"People using safely managed drinking water services, rural (% of rural population)",Hungary,100.0,2021
"People using safely managed drinking water services, rural (% of rural population)",India,64.0367434353619,2021
"People using safely managed drinking water services, rural (% of rural population)",Indonesia,23.9637869644897,2021
"People using safely managed drinking water services, rural (% of rural population)",Iran (Islamic Republic of),87.3836281731225,2021
"People using safely managed drinking water services, rural (% of rural population)",Iraq,47.6434646821919,2021
"People using safely managed drinking water services, rural (% of rural population)",Israel,99.3893845311676,2021
"People using safely managed drinking water services, rural (% of rural population)",Kiribati,6.4433100440675,2021
"People using safely managed drinking water services, rural (% of rural population)",Democratic People's Republic of Korea,48.8323156987041,2021
"People using safely managed drinking water services, rural (% of rural population)",Kyrgyzstan,67.2849728036016,2021
"People using safely managed drinking water services, rural (% of rural population)",Lao People's Democratic Republic,12.3813590898693,2021
"People using safely managed drinking water services, rural (% of rural population)",Lesotho,9.20999172827616,2021
"People using safely managed drinking water services, rural (% of rural population)",Luxembourg,96.524738095238,2021
"People using safely managed drinking water services, rural (% of rural population)",Madagascar,9.45595638828154,2021
"People using safely managed drinking water services, rural (% of rural population)",Malawi,9.69043084349745,2021
"People using safely managed drinking water services, rural (% of rural population)",Mongolia,11.9672311964825,2021
"People using safely managed drinking water services, rural (% of rural population)",Morocco,46.6636024465026,2021
"People using safely managed drinking water services, rural (% of rural population)",Myanmar,50.4101818404739,2021
"People using safely managed drinking water services, rural (% of rural population)",Nepal,14.1925168643965,2021
"People using safely managed drinking water services, rural (% of rural population)",Nicaragua,,2021
"People using safely managed drinking water services, rural (% of rural population)",Nigeria,20.5468286087363,2021
"People using safely managed drinking water services, rural (% of rural population)",Republic of North Macedonia,74.4214162087144,2021
"People using safely managed drinking water services, rural (% of rural population)",Pakistan,45.6075717391785,2021
"People using safely managed drinking water services, rural (% of rural population)",Palau,57.3492270830124,2021
"People using safely managed drinking water services, rural (% of rural population)",Paraguay,50.728686295824,2021
"People using safely managed drinking water services, rural (% of rural population)",Peru,22.5963796193879,2021
"People using safely managed drinking water services, rural (% of rural population)",Philippines,34.7621566099331,2021
"People using safely managed drinking water services, rural (% of rural population)",Portugal,91.0611567699152,2021
"People using safely managed drinking water services, rural (% of rural population)",Romania,66.6500664010624,2021
"People using safely managed drinking water services, rural (% of rural population)",Samoa,56.0965318050876,2021
"People using safely managed drinking water services, rural (% of rural population)",Sao Tome and Principe,23.8070703852649,2021
"People using safely managed drinking water services, rural (% of rural population)",Senegal,12.4065589326941,2021
"People using safely managed drinking water services, rural (% of rural population)",Serbia,66.5759717154594,2021
"People using safely managed drinking water services, rural (% of rural population)",Sierra Leone,8.30653602567838,2021
"People using safely managed drinking water services, rural (% of rural population)",Spain,98.6356001759805,2021
"People using safely managed drinking water services, rural (% of rural population)",Sri Lanka,38.5545143447326,2021
"People using safely managed drinking water services, rural (% of rural population)",Suriname,40.8069655348668,2021
"People using safely managed drinking water services, rural (% of rural population)",United Republic of Tanzania,3.05305334642133,2021
"People using safely managed drinking water services, rural (% of rural population)",Togo,7.9109979856815,2021
"People using safely managed drinking water services, rural (% of rural population)",Tonga,23.1302396258375,2021
"People using safely managed drinking water services, rural (% of rural population)",Tunisia,66.6111938182459,2021
"People using safely managed drinking water services, rural (% of rural population)",Turkmenistan,92.3475490196079,2021
"People using safely managed drinking water services, rural (% of rural population)",Turks and Caicos Islands,55.651551273702,2021
"People using safely managed drinking water services, rural (% of rural population)",Tuvalu,5.36319066501785,2021
"People using safely managed drinking water services, rural (% of rural population)",Uganda,8.77360534478077,2021
"People using safely managed drinking water services, rural (% of rural population)",Ukraine,86.5456656271819,2021
"People using safely managed drinking water services, rural (% of rural population)",Uzbekistan,68.7406040283198,2021
"People using safely managed drinking water services, rural (% of rural population)",Viet Nam,45.9525902889417,2021
"People using safely managed drinking water services, rural (% of rural population)",Palestine,76.0388821771338,2021
"People using safely managed drinking water services, rural (% of rural population)",Zimbabwe,12.6309130444059,2021
"People using at least basic drinking water services, urban (% of urban population)",Afghanistan,98.5417692554677,2021
"People using at least basic drinking water services, urban (% of urban population)",Albania,95.6638091167437,2021
"People using at least basic drinking water services, urban (% of urban population)",Algeria,96.1077190993754,2021
"People using at least basic drinking water services, urban (% of urban population)",Andorra,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Angola,71.7431486173784,2021
"People using at least basic drinking water services, urban (% of urban population)",Antigua and Barbuda,98.4145801222122,2021
"People using at least basic drinking water services, urban (% of urban population)",Argentina,99.8173132584821,2021
"People using at least basic drinking water services, urban (% of urban population)",Armenia,99.9288864468916,2021
"People using at least basic drinking water services, urban (% of urban population)",Australia,99.965,2021
"People using at least basic drinking water services, urban (% of urban population)",Austria,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Azerbaijan,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Bangladesh,97.7208497322522,2021
"People using at least basic drinking water services, urban (% of urban population)",Belarus,99.4505527707492,2021
"People using at least basic drinking water services, urban (% of urban population)",Belgium,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Belize,98.87896,2021
"People using at least basic drinking water services, urban (% of urban population)",Benin,74.1347367449541,2021
"People using at least basic drinking water services, urban (% of urban population)",Bermuda,99.9031400170636,2021
"People using at least basic drinking water services, urban (% of urban population)",Bhutan,99.5012610088556,2021
"People using at least basic drinking water services, urban (% of urban population)",Bolivia (Plurinational State of),99.3406521951212,2021
"People using at least basic drinking water services, urban (% of urban population)",Bosnia and Herzegovina,94.845704401265,2021
"People using at least basic drinking water services, urban (% of urban population)",Botswana,97.5473589158191,2021
"People using at least basic drinking water services, urban (% of urban population)",Brazil,99.8221393379292,2021
"People using at least basic drinking water services, urban (% of urban population)",Bulgaria,99.6164913631009,2021
"People using at least basic drinking water services, urban (% of urban population)",Burkina Faso,80.6791351347162,2021
"People using at least basic drinking water services, urban (% of urban population)",Burundi,90.6691108616384,2021
"People using at least basic drinking water services, urban (% of urban population)",Cabo Verde,93.2094239957207,2021
"People using at least basic drinking water services, urban (% of urban population)",Cambodia,92.7950860425235,2021
"People using at least basic drinking water services, urban (% of urban population)",Cameroon,81.4148398528563,2021
"People using at least basic drinking water services, urban (% of urban population)",Canada,99.2582776628895,2021
"People using at least basic drinking water services, urban (% of urban population)",Cayman Islands,95.5355828220859,2021
"People using at least basic drinking water services, urban (% of urban population)",Central African Republic,48.0642368390066,2021
"People using at least basic drinking water services, urban (% of urban population)",Chad,77.8596065390402,2021
"People using at least basic drinking water services, urban (% of urban population)",Chile,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",China,98.3290403765805,2021
"People using at least basic drinking water services, urban (% of urban population)",Colombia,99.9211300475059,2021
"People using at least basic drinking water services, urban (% of urban population)",Comoros,,2021
"People using at least basic drinking water services, urban (% of urban population)",Democratic Republic of the Congo,59.92389433724,2021
"People using at least basic drinking water services, urban (% of urban population)",Congo.,87.093296161588,2021
"People using at least basic drinking water services, urban (% of urban population)",Costa Rica,99.8496528571429,2021
"People using at least basic drinking water services, urban (% of urban population)",Côte d'Ivoire,86.2935353414906,2021
"People using at least basic drinking water services, urban (% of urban population)",Croatia,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Cuba,95.5205076862015,2021
"People using at least basic drinking water services, urban (% of urban population)",Cyprus,99.7251581174845,2021
"People using at least basic drinking water services, urban (% of urban population)",Czechia,99.9026509321019,2021
"People using at least basic drinking water services, urban (% of urban population)",Denmark,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Djibouti,84.13501492735,2021
"People using at least basic drinking water services, urban (% of urban population)",Dominican Republic,97.7962652121415,2021
"People using at least basic drinking water services, urban (% of urban population)",Ecuador,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Egypt,99.285964997043,2021
"People using at least basic drinking water services, urban (% of urban population)",El Salvador,99.659677179446,2021
"People using at least basic drinking water services, urban (% of urban population)",Equatorial Guinea,,2021
"People using at least basic drinking water services, urban (% of urban population)",Eritrea,,2021
"People using at least basic drinking water services, urban (% of urban population)",Estonia,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Eswatini,97.531307197554,2021
"People using at least basic drinking water services, urban (% of urban population)",Ethiopia,82.9343925071952,2021
"People using at least basic drinking water services, urban (% of urban population)",Fiji,98.6512404881206,2021
"People using at least basic drinking water services, urban (% of urban population)",Finland,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",France,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Gabon,90.0792598462363,2021
"People using at least basic drinking water services, urban (% of urban population)",Gambia,90.4858061707787,2021
"People using at least basic drinking water services, urban (% of urban population)",Georgia,99.1773015778969,2021
"People using at least basic drinking water services, urban (% of urban population)",Germany,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Ghana,97.6687531164159,2021
"People using at least basic drinking water services, urban (% of urban population)",Gibraltar,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Greece,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Guatemala,97.7081545630191,2021
"People using at least basic drinking water services, urban (% of urban population)",Guinea,90.9342181039095,2021
"People using at least basic drinking water services, urban (% of urban population)",Guinea-Bissau,73.0724091454788,2021
"People using at least basic drinking water services, urban (% of urban population)",Guyana,96.1269755172414,2021
"People using at least basic drinking water services, urban (% of urban population)",Haiti,84.6226212860512,2021
"People using at least basic drinking water services, urban (% of urban population)",Honduras,99.1467560131437,2021
"People using at least basic drinking water services, urban (% of urban population)","China, Hong Kong SAR",100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Hungary,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Iceland,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",India,95.5818047530632,2021
"People using at least basic drinking water services, urban (% of urban population)",Indonesia,97.917274079379,2021
"People using at least basic drinking water services, urban (% of urban population)",Iran (Islamic Republic of),98.6623975456342,2021
"People using at least basic drinking water services, urban (% of urban population)",Iraq,99.8087310300429,2021
"People using at least basic drinking water services, urban (% of urban population)",Ireland,95.4066797251747,2021
"People using at least basic drinking water services, urban (% of urban population)",Israel,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Jamaica,95.3980159051281,2021
"People using at least basic drinking water services, urban (% of urban population)",Jordan,99.1467721099737,2021
"People using at least basic drinking water services, urban (% of urban population)",Kazakhstan,98.0007313274336,2021
"People using at least basic drinking water services, urban (% of urban population)",Kenya,86.4166391176868,2021
"People using at least basic drinking water services, urban (% of urban population)",Kiribati,87.1419822369085,2021
"People using at least basic drinking water services, urban (% of urban population)",Democratic People's Republic of Korea,96.9135104435711,2021
"People using at least basic drinking water services, urban (% of urban population)",Kuwait,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Kyrgyzstan,99.184912,2021
"People using at least basic drinking water services, urban (% of urban population)",Lao People's Democratic Republic,97.0642622219252,2021
"People using at least basic drinking water services, urban (% of urban population)",Latvia,98.8957223970944,2021
"People using at least basic drinking water services, urban (% of urban population)",Lesotho,92.8121635804592,2021
"People using at least basic drinking water services, urban (% of urban population)",Liberia,84.3776256284555,2021
"People using at least basic drinking water services, urban (% of urban population)",Lithuania,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Luxembourg,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Madagascar,79.3988373162441,2021
"People using at least basic drinking water services, urban (% of urban population)",Malawi,85.927032258801,2021
"People using at least basic drinking water services, urban (% of urban population)",Malaysia,99.1350018785198,2021
"People using at least basic drinking water services, urban (% of urban population)",Maldives,99.0506888549107,2021
"People using at least basic drinking water services, urban (% of urban population)",Mali,93.9122226020297,2021
"People using at least basic drinking water services, urban (% of urban population)",Malta,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Marshall Islands,84.5773439222039,2021
"People using at least basic drinking water services, urban (% of urban population)",Mauritania,93.249850041722,2021
"People using at least basic drinking water services, urban (% of urban population)",Mauritius,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Mexico,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Micronesia (Federated States of)',,2021
"People using at least basic drinking water services, urban (% of urban population)",Republic of Moldova,97.5578158135582,2021
"People using at least basic drinking water services, urban (% of urban population)",Monaco,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Mongolia,93.9462268908841,2021
"People using at least basic drinking water services, urban (% of urban population)",Montenegro,99.191739587156,2021
"People using at least basic drinking water services, urban (% of urban population)",Morocco,98.7639482409339,2021
"People using at least basic drinking water services, urban (% of urban population)",Mozambique,86.2525427424781,2021
"People using at least basic drinking water services, urban (% of urban population)",Myanmar,93.6607884124879,2021
"People using at least basic drinking water services, urban (% of urban population)",Namibia,96.2466593678572,2021
"People using at least basic drinking water services, urban (% of urban population)",Nauru,,2021
"People using at least basic drinking water services, urban (% of urban population)",Nepal,89.9666489874344,2021
"People using at least basic drinking water services, urban (% of urban population)",Netherlands,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",New Zealand,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Nicaragua,,2021
"People using at least basic drinking water services, urban (% of urban population)",Niger,88.1602536152058,2021
"People using at least basic drinking water services, urban (% of urban population)",Nigeria,92.41421672715,2021
"People using at least basic drinking water services, urban (% of urban population)",Republic of North Macedonia,98.123894155599,2021
"People using at least basic drinking water services, urban (% of urban population)",Norway,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Oman,94.7,2021
"People using at least basic drinking water services, urban (% of urban population)",Pakistan,93.0092572937952,2021
"People using at least basic drinking water services, urban (% of urban population)",Palau,99.616331736158,2021
"People using at least basic drinking water services, urban (% of urban population)",Panama,98.484379,2021
"People using at least basic drinking water services, urban (% of urban population)",Papua New Guinea,86.9603623487678,2021
"People using at least basic drinking water services, urban (% of urban population)",Paraguay,99.8867485356581,2021
"People using at least basic drinking water services, urban (% of urban population)",Peru,97.185431581719,2021
"People using at least basic drinking water services, urban (% of urban population)",Philippines,97.5710112962319,2021
"People using at least basic drinking water services, urban (% of urban population)",Poland,95.7820499427108,2021
"People using at least basic drinking water services, urban (% of urban population)",Portugal,99.8986854637316,2021
"People using at least basic drinking water services, urban (% of urban population)",Romania,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Russian Federation,98.8754526055536,2021
"People using at least basic drinking water services, urban (% of urban population)",Rwanda,87.6433489638985,2021
"People using at least basic drinking water services, urban (% of urban population)",Samoa,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Sao Tome and Principe,79.331418330953,2021
"People using at least basic drinking water services, urban (% of urban population)",Saudi Arabia,98.4064,2021
"People using at least basic drinking water services, urban (% of urban population)",Senegal,95.5195791565474,2021
"People using at least basic drinking water services, urban (% of urban population)",Serbia,95.381414911385,2021
"People using at least basic drinking water services, urban (% of urban population)",Sierra Leone,79.2085393332122,2021
"People using at least basic drinking water services, urban (% of urban population)",Singapore,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Slovakia,99.6050940626174,2021
"People using at least basic drinking water services, urban (% of urban population)",Solomon Islands,91.410776885524,2021
"People using at least basic drinking water services, urban (% of urban population)",Somalia,80.0918251570989,2021
"People using at least basic drinking water services, urban (% of urban population)",South Africa,99.071111476135,2021
"People using at least basic drinking water services, urban (% of urban population)",South Sudan,70.0177044461856,2021
"People using at least basic drinking water services, urban (% of urban population)",Spain,99.9079452054795,2021
"People using at least basic drinking water services, urban (% of urban population)",Sri Lanka,97.9561920289197,2021
"People using at least basic drinking water services, urban (% of urban population)",St. Lucia,97.2058221906466,2021
"People using at least basic drinking water services, urban (% of urban population)",Saint-Martin (French part),99.9263338252635,2021
"People using at least basic drinking water services, urban (% of urban population)",Saint Vincent and the Grenadines,,2021
"People using at least basic drinking water services, urban (% of urban population)",Sudan,73.796790986109,2021
"People using at least basic drinking water services, urban (% of urban population)",Suriname,98.7138538704763,2021
"People using at least basic drinking water services, urban (% of urban population)",Sweden,99.7585480665348,2021
"People using at least basic drinking water services, urban (% of urban population)",Switzerland,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Syrian Arab Republic,95.5945168641672,2021
"People using at least basic drinking water services, urban (% of urban population)",Tajikistan,95.5806238613837,2021
"People using at least basic drinking water services, urban (% of urban population)",United Republic of Tanzania,80.2699650260499,2021
"People using at least basic drinking water services, urban (% of urban population)",Thailand,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Timor-Leste,97.6610514973733,2021
"People using at least basic drinking water services, urban (% of urban population)",Togo,86.7891810997783,2021
"People using at least basic drinking water services, urban (% of urban population)",Tonga,99.4936691714691,2021
"People using at least basic drinking water services, urban (% of urban population)",Tunisia,98.7357879771443,2021
"People using at least basic drinking water services, urban (% of urban population)",Turkiye,97.3248178334535,2021
"People using at least basic drinking water services, urban (% of urban population)",Turkmenistan,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",Turks and Caicos Islands,99.24760522108,2021
"People using at least basic drinking water services, urban (% of urban population)",Tuvalu,98.9820156458204,2021
"People using at least basic drinking water services, urban (% of urban population)",Uganda,79.7705398176023,2021
"People using at least basic drinking water services, urban (% of urban population)",Ukraine,90.8635891689894,2021
"People using at least basic drinking water services, urban (% of urban population)",United Arab Emirates,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",United Kingdom of Great Britain and Northern Ireland,100.0,2021
"People using at least basic drinking water services, urban (% of urban population)",United States of America,99.937023384449,2021
"People using at least basic drinking water services, urban (% of urban population)",Uruguay,99.6975651041162,2021
"People using at least basic drinking water services, urban (% of urban population)",Uzbekistan,97.9059250610725,2021
"People using at least basic drinking water services, urban (% of urban population)",Vanuatu,99.0525668387319,2021
"People using at least basic drinking water services, urban (% of urban population)",Venezuela (Bolivarian Republic of),,2021
"People using at least basic drinking water services, urban (% of urban population)",Viet Nam,98.9642134217773,2021
"People using at least basic drinking water services, urban (% of urban population)",United States Virgin Islands,,2021
"People using at least basic drinking water services, urban (% of urban population)",Palestine,97.8078515099851,2021
"People using at least basic drinking water services, urban (% of urban population)",Yemen,77.2013717853277,2021
"People using at least basic drinking water services, urban (% of urban population)",Zambia,88.5540371883338,2021
"People using at least basic drinking water services, urban (% of urban population)",Zimbabwe,92.7603194791347,2021
"People using at least basic drinking water services, rural (% of rural population)",Afghanistan,72.9620245828077,2021
"People using at least basic drinking water services, rural (% of rural population)",Albania,94.0913580589588,2021
"People using at least basic drinking water services, rural (% of rural population)",Algeria,90.3747211504658,2021
"People using at least basic drinking water services, rural (% of rural population)",Andorra,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Angola,27.8082266100648,2021
"People using at least basic drinking water services, rural (% of rural population)",Antigua and Barbuda,98.3489563398159,2021
"People using at least basic drinking water services, rural (% of rural population)",Argentina,,2021
"People using at least basic drinking water services, rural (% of rural population)",Armenia,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Australia,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Austria,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Azerbaijan,93.0758385941539,2021
"People using at least basic drinking water services, rural (% of rural population)",Bangladesh,98.2321521143093,2021
"People using at least basic drinking water services, rural (% of rural population)",Belarus,98.1432555262152,2021
"People using at least basic drinking water services, rural (% of rural population)",Belgium,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Belize,97.9952075788972,2021
"People using at least basic drinking water services, rural (% of rural population)",Benin,60.3994784111103,2021
"People using at least basic drinking water services, rural (% of rural population)",Bhutan,98.8445628653846,2021
"People using at least basic drinking water services, rural (% of rural population)",Bolivia (Plurinational State of),79.9080606952722,2021
"People using at least basic drinking water services, rural (% of rural population)",Bosnia and Herzegovina,97.3333333333333,2021
"People using at least basic drinking water services, rural (% of rural population)",Botswana,79.6189409837515,2021
"People using at least basic drinking water services, rural (% of rural population)",Brazil,97.9870921875149,2021
"People using at least basic drinking water services, rural (% of rural population)",Bulgaria,97.4175616269382,2021
"People using at least basic drinking water services, rural (% of rural population)",Burkina Faso,34.6400064371044,2021
"People using at least basic drinking water services, rural (% of rural population)",Burundi,57.6857652687347,2021
"People using at least basic drinking water services, rural (% of rural population)",Cabo Verde,82.9222567954104,2021
"People using at least basic drinking water services, rural (% of rural population)",Cambodia,71.9154547826023,2021
"People using at least basic drinking water services, rural (% of rural population)",Cameroon,51.5016314134992,2021
"People using at least basic drinking water services, rural (% of rural population)",Canada,99.0604958994334,2021
"People using at least basic drinking water services, rural (% of rural population)",Central African Republic,27.3729689965089,2021
"People using at least basic drinking water services, rural (% of rural population)",Chad,43.7991962414594,2021
"People using at least basic drinking water services, rural (% of rural population)",Chile,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",China,93.9687356644229,2021
"People using at least basic drinking water services, rural (% of rural population)",Colombia,86.0804219355085,2021
"People using at least basic drinking water services, rural (% of rural population)",Comoros,,2021
