country,granularity,year,population
Guam,Female,2023,82.09
Guam,Rural,2023,8.351
Guam,Urban,2023,164.397
Guatemala,Total,2019,17103.803
Guatemala,Male,2019,8489.879
Guatemala,Female,2019,8613.923
Guatemala,Rural,2019,8535.983
Guatemala,Urban,2019,9041.859
Guatemala,Total,2020,17357.325
Guatemala,Male,2020,8613.994
Guatemala,Female,2020,8743.332
Guatemala,Rural,2020,8626.519
Guatemala,Urban,2020,9284.293
Guatemala,Total,2021,17598.65
Guatemala,Male,2021,8730.024
Guatemala,Female,2021,8868.626
Guatemala,Rural,2021,8712.358
Guatemala,Urban,2021,9531.638
Guatemala,Total,2022,17847.877
Guatemala,Male,2022,8851.469
Guatemala,Female,2022,8996.407
Guatemala,Rural,2022,8793.254
Guatemala,Urban,2022,9783.81
Guatemala,Total,2023,18124.838
Guatemala,Male,2023,8989.012
Guatemala,Female,2023,9135.826
Guatemala,Rural,2023,8868.988
Guatemala,Urban,2023,10040.727
Guinea,Total,2019,13034.346
Guinea,Male,2019,6420.519
Guinea,Female,2019,6613.828
Guinea,Rural,2019,8507.787
Guinea,Urban,2019,4890.393
Guinea,Total,2020,13371.183
Guinea,Male,2020,6592.746
Guinea,Female,2020,6778.437
Guinea,Rural,2020,8680.17
Guinea,Urban,2020,5070.656
Guinea,Total,2021,13710.513
Guinea,Male,2021,6766.588
Guinea,Female,2021,6943.925
Guinea,Rural,2021,8851.793
Guinea,Urban,2021,5257.867
Guinea,Total,2022,14055.137
Guinea,Male,2022,6943.315
Guinea,Female,2022,7111.823
Guinea,Rural,2022,9022.706
Guinea,Urban,2022,5452.425
Guinea,Total,2023,14405.468
Guinea,Male,2023,7122.533
Guinea,Female,2023,7282.935
Guinea,Rural,2023,9192.61
Guinea,Urban,2023,5654.534
Guinea-Bissau,Total,2019,1967.696
Guinea-Bissau,Male,2019,970.157
Guinea-Bissau,Female,2019,997.539
Guinea-Bissau,Rural,2019,1098.44
Guinea-Bissau,Urban,2019,855.283
Guinea-Bissau,Total,2020,2013.255
Guinea-Bissau,Male,2020,993.13
Guinea-Bissau,Female,2020,1020.125
Guinea-Bissau,Rural,2020,1116.462
Guinea-Bissau,Urban,2020,884.232
Guinea-Bissau,Total,2021,2058.841
Guinea-Bissau,Male,2021,1016.116
Guinea-Bissau,Female,2021,1042.725
Guinea-Bissau,Rural,2021,1134.311
Guinea-Bissau,Urban,2021,913.828
Guinea-Bissau,Total,2022,2105.529
Guinea-Bissau,Male,2022,1039.679
Guinea-Bissau,Female,2022,1065.85
Guinea-Bissau,Rural,2022,1151.951
Guinea-Bissau,Urban,2022,944.058
Guinea-Bissau,Total,2023,2153.339
Guinea-Bissau,Male,2023,1063.795
Guinea-Bissau,Female,2023,1089.543
Guinea-Bissau,Rural,2023,1169.345
Guinea-Bissau,Urban,2023,974.902
Guyana,Total,2019,807.665
Guyana,Male,2019,396.396
Guyana,Female,2019,411.269
Guyana,Rural,2019,576.594
Guyana,Urban,2019,209.914
Guyana,Total,2020,807.481
Guyana,Male,2020,394.212
Guyana,Female,2020,413.269
Guyana,Rural,2020,578.961
Guyana,Urban,2020,211.821
Guyana,Total,2021,815.482
Guyana,Male,2021,397.649
Guyana,Female,2021,417.833
Guyana,Rural,2021,581.183
Guyana,Urban,2021,213.839
Guyana,Total,2022,821.637
Guyana,Male,2022,400.371
Guyana,Female,2022,421.266
Guyana,Rural,2022,583.197
Guyana,Urban,2022,215.949
Guyana,Total,2023,826.353
Guyana,Male,2023,402.457
Guyana,Female,2023,423.896
Guyana,Rural,2023,584.976
Guyana,Urban,2023,218.143
Haiti,Total,2019,11105.163
Haiti,Male,2019,5509.161
Haiti,Female,2019,5596.002
Haiti,Rural,2019,4925.256
Haiti,Urban,2019,6317.6
Haiti,Total,2020,11243.848
Haiti,Male,2020,5575.373
Haiti,Female,2020,5668.475
Haiti,Rural,2020,4879.66
Haiti,Urban,2020,6491.525
Haiti,Total,2021,11374.586
Haiti,Male,2021,5637.251
Haiti,Female,2021,5737.335
Haiti,Rural,2021,4833.33
Haiti,Urban,2021,6664.621
Haiti,Total,2022,11503.606
Haiti,Male,2022,5698.315
Haiti,Female,2022,5805.292
Haiti,Rural,2022,4786.368
Haiti,Urban,2022,6836.63
Haiti,Total,2023,11637.398
Haiti,Male,2023,5761.588
Haiti,Female,2023,5875.81
Haiti,Rural,2023,4738.874
Haiti,Urban,2023,7007.289
Holy See,Rural,2019,0
Holy See,Urban,2019,0.799
Holy See,Rural,2020,0
Holy See,Urban,2020,0.801
Holy See,Rural,2021,0
Holy See,Urban,2021,0.8
Holy See,Rural,2022,0
Holy See,Urban,2022,0.799
Holy See,Rural,2023,0
Holy See,Urban,2023,0.799
Honduras,Total,2019,9943.633
Honduras,Male,2019,5011.092
Honduras,Female,2019,4932.542
Honduras,Rural,2019,4044.696
Honduras,Urban,2019,5523.992
Honduras,Total,2020,10119.64
Honduras,Male,2020,5098.597
Honduras,Female,2020,5021.043
Honduras,Rural,2020,4047.211
Honduras,Urban,2020,5672.054
Honduras,Total,2021,10289.877
Honduras,Male,2021,5182.859
Honduras,Female,2021,5107.017
Honduras,Rural,2021,4047.947
Honduras,Urban,2021,5820.871
Honduras,Total,2022,10463.872
Honduras,Male,2022,5269.396
Honduras,Female,2022,5194.476
Honduras,Rural,2022,4046.965
Honduras,Urban,2022,5970.36
Honduras,Total,2023,10644.851
Honduras,Male,2023,5359.7
Honduras,Female,2023,5285.151
Honduras,Rural,2023,4044.279
Honduras,Urban,2023,6120.36
Hungary,Total,2019,9770.346
Hungary,Male,2019,4678.031
Hungary,Female,2019,5092.315
Hungary,Rural,2019,2737.853
Hungary,Urban,2019,6917.508
Hungary,Total,2020,9749.457
Hungary,Male,2020,4672.074
Hungary,Female,2020,5077.383
Hungary,Rural,2020,2699.487
Hungary,Urban,2020,6921.767
Hungary,Total,2021,9707.85
Hungary,Male,2021,4654.276
Hungary,Female,2021,5053.574
Hungary,Rural,2021,2660.705
Hungary,Urban,2021,6925.778
Hungary,Total,2022,9684.306
Hungary,Male,2022,4645.135
Hungary,Female,2022,5039.171
Hungary,Rural,2022,2621.507
Hungary,Urban,2022,6929.442
Hungary,Total,2023,9686.463
Hungary,Male,2023,4648.079
Hungary,Female,2023,5038.384
Hungary,Rural,2023,2581.915
Hungary,Urban,2023,6932.703
Iceland,Total,2019,360.7
Iceland,Male,2019,184.931
Iceland,Female,2019,175.768
Iceland,Rural,2019,20.929
Iceland,Urban,2019,319.637
Iceland,Total,2020,366.614
Iceland,Male,2020,188.041
Iceland,Female,2020,178.573
Iceland,Rural,2020,20.942
Iceland,Urban,2020,322.286
Iceland,Total,2021,372.644
Iceland,Male,2021,190.971
Iceland,Female,2021,181.672
Iceland,Rural,2021,20.938
Iceland,Urban,2021,324.826
Iceland,Total,2022,380.356
Iceland,Male,2022,194.847
Iceland,Female,2022,185.508
Iceland,Rural,2022,20.92
Iceland,Urban,2022,327.298
Iceland,Total,2023,387.558
Iceland,Male,2023,198.429
Iceland,Female,2023,189.129
Iceland,Rural,2023,20.889
Iceland,Urban,2023,329.708
India,Total,2019,1389030.312
India,Male,2019,717351.064
India,Female,2019,671679.248
India,Rural,2019,896909.218
India,Urban,2019,471828.295
India,Total,2020,1402617.695
India,Male,2020,724175.468
India,Female,2020,678442.228
India,Rural,2020,900099.113
India,Urban,2020,483098.64
India,Total,2021,1414203.896
India,Male,2021,729924.103
India,Female,2021,684279.793
India,Rural,2021,902833.076
India,Urban,2021,494589.933
India,Total,2022,1425423.212
India,Male,2022,735531.456
India,Female,2022,689891.756
India,Rural,2022,905110.427
India,Urban,2022,506304.869
India,Total,2023,1438069.596
India,Male,2023,741883.264
India,Female,2023,696186.332
India,Rural,2023,906919.359
India,Urban,2023,518239.122
Indonesia,Total,2019,272489.381
Indonesia,Male,2019,136916.976
Indonesia,Female,2019,135572.405
Indonesia,Rural,2019,118636.092
Indonesia,Urban,2019,150900.39
Indonesia,Total,2020,274814.866
Indonesia,Male,2020,138073.249
Indonesia,Female,2020,136741.617
Indonesia,Rural,2020,118034.441
Indonesia,Urban,2020,154188.546
Indonesia,Total,2021,276758.053
Indonesia,Male,2021,139031.455
Indonesia,Female,2021,137726.598
Indonesia,Rural,2021,117389.239
Indonesia,Urban,2021,157464.948
Indonesia,Total,2022,278830.529
Indonesia,Male,2022,140070.494
Indonesia,Female,2022,138760.035
Indonesia,Rural,2022,116700.813
Indonesia,Urban,2022,160724.456
Indonesia,Total,2023,281190.067
Indonesia,Male,2023,141255.766
Indonesia,Female,2023,139934.3
Indonesia,Rural,2023,115970.606
Indonesia,Urban,2023,163963.233
Iran (Islamic Republic of),Total,2019,87051.648
Iran (Islamic Republic of),Male,2019,44325.041
Iran (Islamic Republic of),Female,2019,42726.607
Iran (Islamic Republic of),Rural,2019,20381.311
Iran (Islamic Republic of),Urban,2019,62439.455
Iran (Islamic Republic of),Total,2020,87723.443
Iran (Islamic Republic of),Male,2020,44652.495
Iran (Islamic Republic of),Female,2020,43070.948
Iran (Islamic Republic of),Rural,2020,20166.625
Iran (Islamic Republic of),Urban,2020,63420.504
Iran (Islamic Republic of),Total,2021,88455.488
Iran (Islamic Republic of),Male,2021,45006.116
Iran (Islamic Republic of),Female,2021,43449.371
Iran (Islamic Republic of),Rural,2021,19942.766
Iran (Islamic Republic of),Urban,2021,64365.273
Iran (Islamic Republic of),Total,2022,89524.246
Iran (Islamic Republic of),Male,2022,45529.147
Iran (Islamic Republic of),Female,2022,43995.1
Iran (Islamic Republic of),Rural,2022,19710.145
Iran (Islamic Republic of),Urban,2022,65271.669
Iran (Islamic Republic of),Total,2023,90608.707
Iran (Islamic Republic of),Male,2023,46061.601
Iran (Islamic Republic of),Female,2023,44547.106
Iran (Islamic Republic of),Rural,2023,19469.648
Iran (Islamic Republic of),Urban,2023,66139.22
Iraq,Total,2019,41192.171
Iraq,Male,2019,20627.994
Iraq,Female,2019,20564.177
Iraq,Rural,2019,11849.769
Iraq,Urban,2019,28562.53
Iraq,Total,2020,42116.605
Iraq,Male,2020,21099.578
Iraq,Female,2020,21017.026
Iraq,Rural,2020,12080.19
Iraq,Urban,2020,29422.695
Iraq,Total,2021,43071.211
Iraq,Male,2021,21586.715
Iraq,Female,2021,21484.495
Iraq,Rural,2021,12307.036
Iraq,Urban,2021,30305.174
Iraq,Total,2022,44070.551
Iraq,Male,2022,22099.524
Iraq,Female,2022,21971.026
Iraq,Rural,2022,12528.765
Iraq,Urban,2022,31207.44
Iraq,Total,2023,45074.049
Iraq,Male,2023,22614.115
Iraq,Female,2023,22459.934
Iraq,Rural,2023,12745.184
Iraq,Urban,2023,32130.222
Ireland,Total,2019,4933.491
Ireland,Male,2019,2443.395
Ireland,Female,2019,2490.096
Ireland,Rural,2019,1773.798
Ireland,Urban,2019,3073.341
Ireland,Total,2020,4982.606
Ireland,Male,2020,2467.162
Ireland,Female,2020,2515.444
Ireland,Rural,2020,1776.656
Ireland,Urban,2020,3111.336
Ireland,Total,2021,5028.426
Ireland,Male,2021,2489.622
Ireland,Female,2021,2538.803
Ireland,Rural,2021,1777.637
Ireland,Urban,2021,3148.202
Ireland,Total,2022,5110.016
Ireland,Male,2022,2530.072
Ireland,Female,2022,2579.943
Ireland,Rural,2022,1777.259
Ireland,Urban,2022,3184.815
Ireland,Total,2023,5196.63
Ireland,Male,2023,2572.588
Ireland,Female,2023,2624.043
Ireland,Rural,2023,1775.586
Ireland,Urban,2023,3221.262
Isle of Man,Total,2019,83.957
Isle of Man,Male,2019,41.623
Isle of Man,Female,2019,42.334
Isle of Man,Rural,2019,40.35
Isle of Man,Urban,2019,45.019
Isle of Man,Total,2020,84.064
Isle of Man,Male,2020,41.663
Isle of Man,Female,2020,42.401
Isle of Man,Rural,2020,40.458
Isle of Man,Urban,2020,45.437
Isle of Man,Total,2021,84.106
Isle of Man,Male,2021,41.67
Isle of Man,Female,2021,42.435
Isle of Man,Rural,2021,40.546
Isle of Man,Urban,2021,45.863
Isle of Man,Total,2022,84.132
Isle of Man,Male,2022,41.675
Isle of Man,Female,2022,42.457
Isle of Man,Rural,2022,40.618
Isle of Man,Urban,2022,46.304
Isle of Man,Total,2023,84.165
Isle of Man,Male,2023,41.683
Isle of Man,Female,2023,42.483
Isle of Man,Rural,2023,40.666
Isle of Man,Urban,2023,46.753
Israel,Total,2019,8657.474
Israel,Male,2019,4300.117
Israel,Female,2019,4357.358
Israel,Rural,2019,643.684
Israel,Urban,2019,7940.232
Israel,Total,2020,8800.376
Israel,Male,2020,4373.531
Israel,Female,2020,4426.845
Israel,Rural,2020,645.956
Israel,Urban,2020,8067.603
Israel,Total,2021,8942.924
Israel,Male,2021,4446.561
Israel,Female,2021,4496.364
Israel,Rural,2021,647.742
Israel,Urban,2021,8193.994
Israel,Total,2022,9103.151
Israel,Male,2022,4528.556
Israel,Female,2022,4574.595
Israel,Rural,2022,649.092
Israel,Urban,2022,8320.014
Israel,Total,2023,9256.314
Israel,Male,2023,4606.908
Israel,Female,2023,4649.406
Israel,Rural,2023,650.025
Israel,Urban,2023,8445.858
Italy,Total,2019,60130.136
Italy,Male,2019,29326.484
Italy,Female,2019,30803.652
Italy,Rural,2019,17329.18
Italy,Urban,2019,41887.345
Italy,Total,2020,59912.769
Italy,Male,2020,29229.606
Italy,Female,2020,30683.163
Italy,Rural,2020,17125.372
Italy,Urban,2020,42006.701
Italy,Total,2021,59729.35
Italy,Male,2021,29153.42
Italy,Female,2021,30575.93
Italy,Rural,2021,16916.734
Italy,Urban,2021,42121.159
Italy,Total,2022,59619.115
Italy,Male,2022,29109.539
Italy,Female,2022,30509.575
Italy,Rural,2022,16704.459
Italy,Urban,2022,42233.014
Italy,Total,2023,59499.453
Italy,Male,2023,29062.454
Italy,Female,2023,30437
Italy,Rural,2023,16489.348
Italy,Urban,2023,42343.688
Jamaica,Total,2019,2823.271
Jamaica,Male,2019,1398.755
Jamaica,Female,2019,1424.515
Jamaica,Rural,2019,1279.22
Jamaica,Urban,2019,1627.119
Jamaica,Total,2020,2830.739
Jamaica,Male,2020,1401.936
Jamaica,Female,2020,1428.803
Jamaica,Rural,2020,1272.725
Jamaica,Urban,2020,1640.435
Jamaica,Total,2021,2837.682
Jamaica,Male,2021,1404.823
Jamaica,Female,2021,1432.859
Jamaica,Rural,2021,1265.382
Jamaica,Urban,2021,1653.746
Jamaica,Total,2022,2839.144
Jamaica,Male,2022,1404.988
Jamaica,Female,2022,1434.156
Jamaica,Rural,2022,1257.194
Jamaica,Urban,2022,1667.032
Jamaica,Total,2023,2839.786
Jamaica,Male,2023,1404.742
Jamaica,Female,2023,1435.044
Jamaica,Rural,2023,1248.173
Jamaica,Urban,2023,1680.272
Japan,Total,2019,126699.424
Japan,Male,2019,61908.356
Japan,Female,2019,64791.067
Japan,Rural,2019,10531.932
Japan,Urban,2019,116322.813
Japan,Total,2020,126304.543
Japan,Male,2020,61704.209
Japan,Female,2020,64600.334
Japan,Rural,2020,10395.975
Japan,Urban,2020,116099.672
Japan,Total,2021,125679.338
Japan,Male,2021,61379.113
Japan,Female,2021,64300.226
Japan,Rural,2021,10256.23
Japan,Urban,2021,115853.245
Japan,Total,2022,124997.578
Japan,Male,2022,61026.469
Japan,Female,2022,63971.109
Japan,Rural,2022,10112.92
Japan,Urban,2022,115583.843
Japan,Total,2023,124370.947
Japan,Male,2023,60699.976
Japan,Female,2023,63670.971
Japan,Rural,2023,9966.311
Japan,Urban,2023,115292.289
Jordan,Total,2019,10671.891
Jordan,Male,2019,5522.154
Jordan,Female,2019,5149.737
Jordan,Rural,2019,885.864
Jordan,Urban,2019,9183.93
Jordan,Total,2020,10865.228
Jordan,Male,2020,5618.292
Jordan,Female,2020,5246.935
Jordan,Rural,2020,876.059
Jordan,Urban,2020,9332.603
Jordan,Total,2021,11066.356
Jordan,Male,2021,5718.054
Jordan,Female,2021,5348.302
Jordan,Rural,2021,864.189
Jordan,Urban,2021,9456.165
Jordan,Total,2022,11256.263
Jordan,Male,2022,5812.291
Jordan,Female,2022,5443.973
Jordan,Rural,2022,850.463
Jordan,Urban,2022,9554.911
Jordan,Total,2023,11439.213
Jordan,Male,2023,5903.251
Jordan,Female,2023,5535.962
Jordan,Rural,2023,835.849
Jordan,Urban,2023,9638.086
Kazakhstan,Total,2019,19209.555
Kazakhstan,Male,2019,9283.243
Kazakhstan,Female,2019,9926.312
Kazakhstan,Rural,2019,7894.648
Kazakhstan,Urban,2019,10698.322
Kazakhstan,Total,2020,19482.117
Kazakhstan,Male,2020,9452.899
Kazakhstan,Female,2020,10029.218
Kazakhstan,Rural,2020,7948.258
Kazakhstan,Urban,2020,10828.881
Kazakhstan,Total,2021,19743.603
Kazakhstan,Male,2021,9601.078
Kazakhstan,Female,2021,10142.525
Kazakhstan,Rural,2021,7995.847
Kazakhstan,Urban,2021,10961.021
Kazakhstan,Total,2022,20034.609
Kazakhstan,Male,2022,9748.452
Kazakhstan,Female,2022,10286.156
Kazakhstan,Rural,2022,8036.502
Kazakhstan,Urban,2022,11093.646
Kazakhstan,Total,2023,20330.104
Kazakhstan,Male,2023,9897.043
Kazakhstan,Female,2023,10433.06
Kazakhstan,Rural,2023,8070.172
Kazakhstan,Urban,2023,11226.799
Kenya,Total,2019,51202.827
Kenya,Male,2019,25485.39
Kenya,Female,2019,25717.438
Kenya,Rural,2019,37851.953
Kenya,Urban,2019,14362.838
Kenya,Total,2020,52217.334
Kenya,Male,2020,25983.598
Kenya,Female,2020,26233.736
Kenya,Rural,2020,38516.638
Kenya,Urban,2020,14975.059
Kenya,Total,2021,53219.166
Kenya,Male,2021,26473.1
Kenya,Female,2021,26746.066
Kenya,Rural,2021,39172.008
Kenya,Urban,2021,15608.844
Kenya,Total,2022,54252.461
Kenya,Male,2022,26980.543
Kenya,Female,2022,27271.918
Kenya,Rural,2022,39817.146
Kenya,Urban,2022,16264.626
Kenya,Total,2023,55339.002
Kenya,Male,2023,27517.012
Kenya,Female,2023,27821.99
Kenya,Rural,2023,40451.978
Kenya,Urban,2023,16943.167
Kiribati,Total,2019,123.921
Kiribati,Male,2019,59.751
Kiribati,Female,2019,64.169
Kiribati,Rural,2019,54.392
Kiribati,Urban,2019,66.036
Kiribati,Total,2020,126.099
Kiribati,Male,2020,60.859
Kiribati,Female,2020,65.24
Kiribati,Rural,2020,54.37
Kiribati,Urban,2020,68.069
Kiribati,Total,2021,128.377
Kiribati,Male,2021,62.041
Kiribati,Female,2021,66.337
Kiribati,Rural,2021,54.333
Kiribati,Urban,2021,70.1
Kiribati,Total,2022,130.469
Kiribati,Male,2022,63.132
Kiribati,Female,2022,67.337
Kiribati,Rural,2022,54.284
Kiribati,Urban,2022,72.129
Kiribati,Total,2023,132.53
Kiribati,Male,2023,64.231
Kiribati,Female,2023,68.3
Kiribati,Rural,2023,54.228
Kiribati,Urban,2023,74.16
Kuwait,Total,2019,4442.194
Kuwait,Male,2019,2740.012
Kuwait,Female,2019,1702.181
Kuwait,Rural,2019,0
Kuwait,Urban,2019,4248.974
Kuwait,Total,2020,4400.144
Kuwait,Male,2020,2681.47
Kuwait,Female,2020,1718.674
Kuwait,Rural,2020,0
Kuwait,Urban,2020,4302.875
Kuwait,Total,2021,4360.742
Kuwait,Male,2021,2645.3
Kuwait,Female,2021,1715.441
Kuwait,Rural,2021,0
Kuwait,Urban,2021,4361.47
Kuwait,Total,2022,4589.511
Kuwait,Male,2022,2802.1
Kuwait,Female,2022,1787.41
Kuwait,Rural,2022,0
Kuwait,Urban,2022,4422.07
Kuwait,Total,2023,4838.782
Kuwait,Male,2023,2959.273
Kuwait,Female,2023,1879.508
Kuwait,Rural,2023,0
Kuwait,Urban,2023,4483.898
Kyrgyzstan,Total,2019,6494.035
Kyrgyzstan,Male,2019,3215.903
Kyrgyzstan,Female,2019,3278.131
Kyrgyzstan,Rural,2019,3943.164
Kyrgyzstan,Urban,2019,2275.452
Kyrgyzstan,Total,2020,6664.14
Kyrgyzstan,Male,2020,3298.41
Kyrgyzstan,Female,2020,3365.729
Kyrgyzstan,Rural,2020,3979.161
Kyrgyzstan,Urban,2020,2322.557
Kyrgyzstan,Total,2021,6820.479
Kyrgyzstan,Male,2021,3373.86
Kyrgyzstan,Female,2021,3446.619
Kyrgyzstan,Rural,2021,4011.291
Kyrgyzstan,Urban,2021,2370.607
Kyrgyzstan,Total,2022,6955.788
Kyrgyzstan,Male,2022,3439.564
Kyrgyzstan,Female,2022,3516.224
Kyrgyzstan,Rural,2022,4039.447
Kyrgyzstan,Urban,2022,2419.608
Kyrgyzstan,Total,2023,7073.516
Kyrgyzstan,Male,2023,3497.319
Kyrgyzstan,Female,2023,3576.197
Kyrgyzstan,Rural,2023,4063.718
Kyrgyzstan,Urban,2023,2469.676
Lao People's Democratic Republic,Total,2019,7237.636
Lao People's Democratic Republic,Male,2019,3639.811
Lao People's Democratic Republic,Female,2019,3597.824
Lao People's Democratic Republic,Rural,2019,4546.186
Lao People's Democratic Republic,Urban,2019,2518.056
Lao People's Democratic Republic,Total,2020,7346.533
Lao People's Democratic Republic,Male,2020,3693.722
Lao People's Democratic Republic,Female,2020,3652.811
Lao People's Democratic Republic,Rural,2020,4564.691
Lao People's Democratic Republic,Urban,2020,2600.131
Lao People's Democratic Republic,Total,2021,7453.194
Lao People's Democratic Republic,Male,2021,3746.468
Lao People's Democratic Republic,Female,2021,3706.725
Lao People's Democratic Republic,Rural,2021,4579.664
Lao People's Democratic Republic,Urban,2021,2682.637
Lao People's Democratic Republic,Total,2022,7559.007
Lao People's Democratic Republic,Male,2022,3799.149
Lao People's Democratic Republic,Female,2022,3759.858
Lao People's Democratic Republic,Rural,2022,4591.514
Lao People's Democratic Republic,Urban,2022,2765.699
Lao People's Democratic Republic,Total,2023,7664.993
Lao People's Democratic Republic,Male,2023,3851.87
Lao People's Democratic Republic,Female,2023,3813.122
Lao People's Democratic Republic,Rural,2023,4600.433
Lao People's Democratic Republic,Urban,2023,2849.332
Latvia,Total,2019,1914.263
Latvia,Male,2019,883.052
Latvia,Female,2019,1031.211
Latvia,Rural,2019,607.314
Latvia,Urban,2019,1303.794
Latvia,Total,2020,1901.123
Latvia,Male,2020,878.254
Latvia,Female,2020,1022.87
Latvia,Rural,2020,599.796
Latvia,Urban,2020,1293.197
Latvia,Total,2021,1885.587
Latvia,Male,2021,871.887
Latvia,Female,2021,1013.7
Latvia,Rural,2021,592.276
Latvia,Urban,2021,1283.253
Latvia,Total,2022,1881.063
Latvia,Male,2022,870.579
Latvia,Female,2022,1010.484
Latvia,Rural,2022,584.768
Latvia,Urban,2022,1273.98
Latvia,Total,2023,1882.396
Latvia,Male,2023,871.905
Latvia,Female,2023,1010.49
Latvia,Rural,2023,577.282
Latvia,Urban,2023,1265.376
Lebanon,Total,2019,5794.594
Lebanon,Male,2019,2823.127
Lebanon,Female,2019,2971.467
Lebanon,Rural,2019,681.91
Lebanon,Urban,2019,5384.012
Lebanon,Total,2020,5702.398
Lebanon,Male,2020,2770.02
Lebanon,Female,2020,2932.378
Lebanon,Rural,2020,666.679
Lebanon,Urban,2020,5353.116
Lebanon,Total,2021,5718.122
